number ;Samples_ID;Collection_month;Year_collection;Collection_date;Block_ID;Lake_ID;filter_pore_size;Bological_Replicates;UTC;Hour_Collection_start;Hour_Collection_end;L_F;L_M;L_SC;L_SL;L_tot_filtered;Treatment;Sampling_type;Pompe;expe;Comments_field;Transfer_date;Extraction_date
44;L4_0.1_April22;April22;2022;21.04.2022;B1;L4;0.1;NA;summer;14:49:00;15:29:00;3;0,3;0,6;0,6;4,5;P;Monthly;four;BD;;;
45;L4_0.45_April22;April22;2022;21.04.2022;B1;L4;0.45;NA;summer;14:49:00;15:29:00;3;0,3;0,6;0,6;4,5;P;Monthly;four;BD;;;
46;L5_0.1_April22;April22;2022;21.04.2022;B2;L5;0.1;NA;summer;15:40:00;16:10:00;1;1;0,9;0,6;3,5;P;Monthly;one;SP;;;
47;L5_0.45_April22;April22;2022;21.04.2022;B2;L5;0.45;NA;summer;15:40:00;16:10:00;1;1;0,9;0,6;3,5;P;Monthly;one;SP;;;
48;L6_0.1_April22;April22;2022;21.04.2022;B2;L6;0.1;NA;summer;16:20:00;16:40:00;1;1;1;1;4;NP;Monthly;two;SP;;;
49;L6_0.45_April22;April22;2022;21.04.2022;B2;L6;0.45;NA;summer;16:20:00;16:40:00;1;1;1;1;4;NP;Monthly;two;SP;;;
50;L7_0.1_April22;April22;2022;21.04.2022;B2;L7;0.1;NA;summer;16:09:00;16:40:00;1;1;1;0,69;3,69;none;Monthly;three;BD;;;
51;L7_0.45_April22;April22;2022;21.04.2022;B2;L7;0.45;NA;summer;16:09:00;16:40:00;1;1;1;0,69;3,69;none;Monthly;three;BD;;;
52;L8_0.1_April22;April22;2022;21.04.2022;B2;L8;0.1;NA;summer;16:10:00;16:22:00;1;1;1;1;4;N;Monthly;four;BD;;;
53;L8_0.45_April22;April22;2022;21.04.2022;B2;L8;0.45;NA;summer;16:10:00;16:22:00;1;1;1;1;4;N;Monthly;four;BD;;;
54;L9_0.1_April22;April22;2022;21.04.2022;B3;L9;0.1;NA;summer;16:45:00;17:05:00;1;1;1;1;4;NP;Monthly;one;SP;;;
55;L9_0.45_April22;April22;2022;21.04.2022;B3;L9;0.45;NA;summer;16:45:00;17:05:00;1;1;1;1;4;NP;Monthly;one;SP;;;
56;L10_0.1B_April22;April22;2022;21.04.2022;B3;L10;0.1;blue;summer;17:15:00;17:35:00;1;1;1;1;4;P;Monthly;triple;JG;;;
57;L10_0.45B_April22;April22;2022;21.04.2022;B3;L10;0.45;blue;summer;17:15:00;17:35:00;1;1;1;1;4;P;Monthly;triple;JG;;;
58;L10_0.1O_April22;April22;2022;21.04.2022;B3;L10;0.1;orange ;summer;17:15:00;17:35:00;1;1;1;1;4;P;Monthly;triple;JG;;;
59;L10_0.45O_April22;April22;2022;21.04.2022;B3;L10;0.45;orange ;summer;17:15:00;17:35:00;1;1;1;1;4;P;Monthly;triple;JG;;;
60;L10_0.1R_April22;April22;2022;21.04.2022;B3;L10;0.1;red;summer;17:15:00;17:35:00;1;1;1;1;4;P;Monthly;triple;JG;;;
61;L10_0.45R_April22;April22;2022;21.04.2022;B3;L10;0.45;red;summer;17:15:00;17:35:00;1;1;1;1;4;P;Monthly;triple;JG;;;
62;ctrl_0.1_Monthly_April22;April22;2022;21.04.2022;NA;ctrl_field_neg;0.1;NA;summer;17:15:00;17:15:00;NA;NA;NA;NA;NA;ctrl_neg_field;Monthly;NA;JG;;;
63;ctrl_0.45_Monthly_April22;April22;2022;21.04.2022;NA;ctrl_field_neg;0.45;NA;summer;17:15:00;17:15:00;NA;NA;NA;NA;NA;ctrl_neg_field;Monthly;NA;JG;;;
64;L11_0.1_April22;April22;2022;21.04.2022;B3;L11;0.1;NA;summer;16:40:00;17:11:00;1;1;1;1;4;N;Monthly;three;BD;;;
65;L11_0.45_April22;April22;2022;21.04.2022;B3;L11;0.45;NA;summer;16:40:00;17:11:00;1;1;1;1;4;N;Monthly;three;BD;;;
66;L12_0.1_April22;April22;2022;21.04.2022;B3;L12;0.1;NA;summer;17:25:00;17:36:00;1;1;1;1;4;none;Monthly;four;BD;le tube reliant les deux filtres s'est détaché en plongeant dans l'eau. ;;
67;L12_0.45_April22;April22;2022;21.04.2022;B3;L12;0.45;NA;summer;17:25:00;17:36:00;1;1;1;1;4;none;Monthly;four;BD;;;
68;L1_0.1_May22;May;2022;19.05.2022;B1;L1;0.1;NA;summer;13:35:00;13:55:00;1;1;1;1;4;N;Monthly;three;SA;;;
69;L1_0.45_May22;May;2022;19.05.2022;B1;L1;0.45;NA;summer;13:35:00;13:55:00;1;1;1;1;4;N;Monthly;three;SA;;;
70;L2_0.1_May22;May;2022;19.05.2022;B1;L2;0.1;NA;summer;13:32:00;13:45:00;1;1;1;1;4;none;Monthly;one;SP;;;
71;L2_0.45_May22;May;2022;19.05.2022;B1;L2;0.45;NA;summer;13:32:00;13:45:00;1;1;1;1;4;none;Monthly;one;SP;;;
72;L3_0.1_May22;May;2022;19.05.2022;B1;L3;0.1;NA;summer;13:30:00;13:39:00;1;1;1;1;4;NP;Monthly;four;BD;;;
73;L3_0.45_May22;May;2022;19.05.2022;B1;L3;0.45;NA;summer;13:30:00;13:39:00;1;1;1;1;4;NP;Monthly;four;BD;;;
74;L4_0.1_May22;May;2022;19.05.2022;B1;L4;0.1;NA;summer;14:05:00;14:30:00;1;1;1;1;4;P;Monthly;two;SA;;;
75;L4_0.45_May22;May;2022;19.05.2022;B1;L4;0.45;NA;summer;14:05:00;14:30:00;1;1;1;1;4;P;Monthly;two;SA;;;
76;L5_0.1_May22;May;2022;19.05.2022;B2;L5;0.1;NA;summer;14:35:00;14:50:00;1;1;1;1;4;P;Monthly;four;SA;;;
77;L5_0.45_May22;May;2022;19.05.2022;B2;L5;0.45;NA;summer;14:35:00;14:50:00;1;1;1;1;4;P;Monthly;four;SA;;;
78;L6_0.1B_May22;May;2022;19.05.2022;B2;L6;0.1;blue;summer;14:16:00;14:26:00;1;1;1;1;4;NP;Monthly;triple;SP;;;
79;L6_0.45B_May22;May;2022;19.05.2022;B2;L6;0.45;blue;summer;14:16:00;14:26:00;1;1;1;1;4;NP;Monthly;triple;SP;;;
80;L6_0.1O_May22;May;2022;19.05.2022;B2;L6;0.1;orange ;summer;14:16:00;14:26:00;1;1;1;1;4;NP;Monthly;triple;SP;;;
81;L6_0.45O_May22;May;2022;19.05.2022;B2;L6;0.45;orange ;summer;14:16:00;14:26:00;1;1;1;1;4;NP;Monthly;triple;SP;;;
82;L6_0.1R_May22;May;2022;19.05.2022;B2;L6;0.1;red;summer;14:16:00;14:26:00;1;1;1;1;4;NP;Monthly;triple;SP;;;
83;L6_0.45R_May22;May;2022;19.05.2022;B2;L6;0.45;red;summer;14:16:00;14:26:00;1;1;1;1;4;NP;Monthly;triple;SP;;;
84;ctrl_0.1_Monthly_May22;May;2022;19.05.2022;NA;ctrl;0.1;NA;summer;14:26:00;14:26:00;NA;NA;NA;NA;NA;NP;Monthly;NA;SP;;;
85;ctrl_0.45_Monthly_May22;May;2022;19.05.2022;NA;ctrl;0.45;NA;summer;14:26:00;14:26:00;NA;NA;NA;NA;NA;NP;Monthly;NA;SP;;;
86;L7_0.1_May22;May;2022;19.05.2022;B2;L7;0.1;NA;summer;14:16:00;14:26:00;1;1;1;1;4;none;Monthly;two;BD;;;
87;L7_0.45_May22;May;2022;19.05.2022;B2;L7;0.45;NA;summer;14:16:00;14:26:00;1;1;1;1;4;none;Monthly;two;BD;;;
88;L8_0.1_May22;May;2022;19.05.2022;B2;L8;0.1;NA;summer;14:34:00;14:49:00;1;1;1;1;4;N;Monthly;two;SP;;;
89;L8_0.45_May22;May;2022;19.05.2022;B2;L8;0.45;NA;summer;14:34:00;14:49:00;1;1;1;1;4;N;Monthly;two;SP;;;
90;L9_0.1_May22;May;2022;19.05.2022;B3;L9;0.1;NA;summer;14:55:00;15:10:00;1;1;1;1;4;NP;Monthly;four;SA;;;
91;L9_0.45_May22;May;2022;19.05.2022;B3;L9;0.45;NA;summer;14:55:00;15:10:00;1;1;1;1;4;NP;Monthly;four;SA;;;
92;L10_0.1_May22;May;2022;19.05.2022;B3;L10;0.1;NA;summer;15:15:00;15:25:00;1;1;1;1;4;P;Monthly;one;SA;;;
93;L10_0.45_May22;May;2022;19.05.2022;B3;L10;0.45;NA;summer;15:15:00;15:25:00;1;1;1;1;4;P;Monthly;one;SA;;;
94;L11_0.1_May22;May;2022;19.05.2022;B3;L11;0.1;NA;summer;14:52:00;15:06:00;1;1;1;1;4;N;Monthly;three;BD;;;
95;L11_0.45_May22;May;2022;19.05.2022;B3;L11;0.45;NA;summer;14:52:00;15:06:00;1;1;1;1;4;N;Monthly;three;BD;;;
96;L12_0.1_May22;May;2022;19.05.2022;B3;L12;0.1;NA;summer;15:17:00;15:32:00;1;1;1;1;4;none;Monthly;two;SP;;;
97;L12_0.45_May22;May;2022;19.05.2022;B3;L12;0.45;NA;summer;15:17:00;15:32:00;1;1;1;1;4;none;Monthly;two;SP;;;
98;T1_0.1_blue_June22;June;2022;21.06.2022;B2;L5;0.1;blue;summer;10:00:00;10:20:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
99;T1_0.1_orange_June22;June;2022;21.06.2022;B2;L5;0.45;orange ;summer;10:00:00;10:20:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
100;T1_0.1_red_June22;June;2022;21.06.2022;B2;L5;0.1;red;summer;10:00:00;10:20:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
101;T1_0.45_blue_June22;June;2022;21.06.2022;B2;L5;0.45;blue;summer;10:00:00;10:20:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
102;T1_0.45_orange_June22;June;2022;21.06.2022;B2;L5;0.1;orange ;summer;10:00:00;10:20:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
103;T1_0.45_red_June22;June;2022;21.06.2022;B2;L5;0.45;red;summer;10:00:00;10:20:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
104;T2_0.1_blue_June22;June;2022;21.06.2022;B2;L5;0.1;blue;summer;13:56:00;14:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
105;T2_0.1_orange_June22;June;2022;21.06.2022;B2;L5;0.45;orange ;summer;13:56:00;14:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
106;T2_0.1_red_June22;June;2022;21.06.2022;B2;L5;0.1;red;summer;13:56:00;14:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
107;T2_0.45_blue_June22;June;2022;21.06.2022;B2;L5;0.45;blue;summer;13:56:00;14:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
108;T2_0.45_orange_June22;June;2022;21.06.2022;B2;L5;0.1;orange ;summer;13:56:00;14:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
109;T2_0.45_red_June22;June;2022;21.06.2022;B2;L5;0.45;red;summer;13:56:00;14:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
110;T3_0.1_blue_June22;June;2022;21.06.2022;B2;L5;0.1;blue;summer;17:56:00;18:14:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
111;T3_0.1_orange_June22;June;2022;21.06.2022;B2;L5;0.45;orange ;summer;17:56:00;18:14:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
112;T3_0.1_red_June22;June;2022;21.06.2022;B2;L5;0.1;red;summer;17:56:00;18:14:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
113;T3_0.45_blue_June22;June;2022;21.06.2022;B2;L5;0.45;blue;summer;17:56:00;18:14:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
114;T3_0.45_orange_June22;June;2022;21.06.2022;B2;L5;0.1;orange ;summer;17:56:00;18:14:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
115;T3_0.45_red_June22;June;2022;21.06.2022;B2;L5;0.45;red;summer;17:56:00;18:14:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
116;T4_0.1_blue_June22;June;2022;21.06.2022;B2;L5;0.1;blue;summer;21:56:00;22:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
117;T4_0.1_orange_June22;June;2022;21.06.2022;B2;L5;0.45;orange ;summer;21:56:00;22:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
118;T4_0.1_red_June22;June;2022;21.06.2022;B2;L5;0.1;red;summer;21:56:00;22:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
119;T4_0.45_blue_June22;June;2022;21.06.2022;B2;L5;0.45;blue;summer;21:56:00;22:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
120;T4_0.45_orange_June22;June;2022;21.06.2022;B2;L5;0.1;orange ;summer;21:56:00;22:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
121;T4_0.45_red_June22;June;2022;21.06.2022;B2;L5;0.45;red;summer;21:56:00;22:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
122;T5_0.1_blue_June22;June;2022;22.06.2022;B2;L5;0.1;blue;summer;01:52:00;02:17:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
123;T5_0.1_orange_June22;June;2022;22.06.2022;B2;L5;0.45;orange ;summer;01:52:00;02:17:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
124;T5_0.1_red_June22;June;2022;22.06.2022;B2;L5;0.1;red;summer;01:52:00;02:17:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
125;T5_0.45_blue_June22;June;2022;22.06.2022;B2;L5;0.45;blue;summer;01:52:00;02:17:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
126;T5_0.45_orange_June22;June;2022;22.06.2022;B2;L5;0.1;orange ;summer;01:52:00;02:17:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
127;T5_0.45_red_June22;June;2022;22.06.2022;B2;L5;0.45;red;summer;01:52:00;02:17:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
128;T6_0.1_blue_June22;June;2022;22.06.2022;B2;L5;0.1;blue;summer;05:53:00;06:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
129;T6_0.1_orange_June22;June;2022;22.06.2022;B2;L5;0.45;orange ;summer;05:53:00;06:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
130;T6_0.1_red_June22;June;2022;22.06.2022;B2;L5;0.1;red;summer;05:53:00;06:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
131;T6_0.45_blue_June22;June;2022;22.06.2022;B2;L5;0.45;blue;summer;05:53:00;06:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
132;T6_0.45_orange_June22;June;2022;22.06.2022;B2;L5;0.1;orange ;summer;05:53:00;06:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
133;T6_0.45_red_June22;June;2022;22.06.2022;B2;L5;0.45;red;summer;05:53:00;06:15:00;1;1;1;1;4;P;Daily;triple;JG_BD;;;
134;ctrl_0.1_Daily_June22;June;2022;22.06.2022;NA;ctrl;0.1;NA;summer;06:15:00;06:15:00;NA;NA;NA;NA;NA;ctrl_neg_field;Daily;NA;JG_BD;;;
135;ctrl_0.45_Daily_June22;June;2022;22.06.2022;NA;ctrl;0.45;NA;summer;06:15:00;06:15:00;NA;NA;NA;NA;NA;ctrl_neg_field;Daily;NA;JG_BD;;;
136;L1_0.1B_June22;June;2022;23.06.2022;B1;L1;0.1;blue;summer;13:27:00;13:40:00;1;1;1;1;4;N;Monthly;triple;JG;;;
137;L1_0.45B_June22;June;2022;23.06.2022;B1;L1;0.45;blue;summer;13:27:00;13:40:00;1;1;1;1;4;N;Monthly;triple;JG;;;
138;L1_0.1O_June22;June;2022;23.06.2022;B1;L1;0.1;orange ;summer;13:27:00;13:40:00;1;1;1;1;4;N;Monthly;triple;JG;;;
139;L1_0.45O_June22;June;2022;23.06.2022;B1;L1;0.45;orange ;summer;13:27:00;13:40:00;1;1;1;1;4;N;Monthly;triple;JG;;;
140;L1_0.1R_June22;June;2022;23.06.2022;B1;L1;0.1;red;summer;13:27:00;13:40:00;1;1;1;1;4;N;Monthly;triple;JG;;;
141;L1_0.45R_June22;June;2022;23.06.2022;B1;L1;0.45;red;summer;13:27:00;13:40:00;1;1;1;1;4;N;Monthly;triple;JG;;;
142;ctrl_0.1_Monthly_June22;June;2022;23.06.2022;NA;ctrl;0.1;NA;summer;13:40:00;13:40:00;NA;NA;NA;NA;NA;ctrl_neg_field;Monthly;NA;JG;;;
143;ctrl_0.45_Monthly_June22;June;2022;23.06.2022;NA;ctrl;0.45;NA;summer;13:40:00;13:40:00;NA;NA;NA;NA;NA;ctrl_neg_field;Monthly;NA;JG;;;
144;L2_0.1_June22;June;2022;23.06.2022;B1;L2;0.1;NA;summer;13:27:00;13:47:00;1;1;1;1;4;none;Monthly;one;BD;;;
145;L2_0.45_June22;June;2022;23.06.2022;B1;L2;0.45;NA;summer;13:27:00;13:47:00;1;1;1;1;4;none;Monthly;one;BD;;;
146;L3_0.1_June22;June;2022;23.06.2022;B1;L3;0.1;NA;summer;13:30:00;13:53:00;1;1;1;1;4;NP;Monthly;two;SA;;;
147;L3_0.45_June22;June;2022;23.06.2022;B1;L3;0.45;NA;summer;13:30:00;13:53:00;1;1;1;1;4;NP;Monthly;two;SA;;;
148;L4_0.1_June22;June;2022;23.06.2022;B1;L4;0.1;NA;summer;13:45:00;14:04:00;1;1;1;1;4;P;Monthly;three;GL;;;
149;L4_0.45_June22;June;2022;23.06.2022;B1;L4;0.45;NA;summer;13:45:00;14:04:00;1;1;1;1;4;P;Monthly;three;GL;;;
150;L5_0.1_June22;June;2022;23.06.2022;B2;L5;0.1;NA;summer;14:00:00;14:18:00;1;1;1;1;4;P;Monthly;four;SA;;;
151;L5_0.45_June22;June;2022;23.06.2022;B2;L5;0.45;NA;summer;14:00:00;14:18:00;1;1;1;1;4;P;Monthly;four;SA;;;
152;L6_0.1_June22;June;2022;23.06.2022;B2;L6;0.1;NA;summer;14:08:00;14:19:00;1;1;1;1;4;NP;Monthly;one;GL;;;
153;L6_0.45_June22;June;2022;23.06.2022;B2;L6;0.45;NA;summer;14:08:00;14:19:00;1;1;1;1;4;NP;Monthly;one;GL;;;
154;L7_0.1_June22;June;2022;23.06.2022;B2;L7;0.1;NA;summer;14:05:00;14:25:00;1;1;1;1;4;none;Monthly;two;GL;;;
155;L7_0.45_June22;June;2022;23.06.2022;B2;L7;0.45;NA;summer;14:05:00;14:25:00;1;1;1;1;4;none;Monthly;two;GL;;;
156;L8_0.1_June22;June;2022;23.06.2022;B2;L8;0.1;NA;summer;14:25:00;14:40:00;1;1;1;1;4;N;Monthly;three;SA;;;
157;L8_0.45_June22;June;2022;23.06.2022;B2;L8;0.45;NA;summer;14:25:00;14:40:00;1;1;1;1;4;N;Monthly;three;SA;;;
158;L9_0.1_June22;June;2022;23.06.2022;B3;L9;0.1;NA;summer;14:30:00;14:46:00;1;1;1;1;4;NP;Monthly;four;GL;;;
159;L9_0.45_June22;June;2022;23.06.2022;B3;L9;0.45;NA;summer;14:30:00;14:46:00;1;1;1;1;4;NP;Monthly;four;GL;;;
160;L10_0.1_June22;June;2022;23.06.2022;B3;L10;0.1;NA;summer;14:38:00;15:06:00;1;1;1;1;4;P;Monthly;one;SA;;;
161;L10_0.45_June22;June;2022;23.06.2022;B3;L10;0.45;NA;summer;14:38:00;15:06:00;1;1;1;1;4;P;Monthly;one;SA;;;
162;L11_0.1_June22;June;2022;23.06.2022;B3;L11;0.1;NA;summer;14:42:00;15:22:00;1;1;0,65;0,55;3,2;N;Monthly;two;BD;;;
163;L11_0.45_June22;June;2022;23.06.2022;B3;L11;0.45;NA;summer;14:42:00;15:22:00;1;1;0,65;0,55;3,2;N;Monthly;two;BD;;;
164;L12_0.1_June22;June;2022;23.06.2022;B3;L12;0.1;NA;summer;14:52:00;15:04:00;1;1;1;1;4;none;Monthly;three;GL;;;
165;L12_0.45_June22;June;2022;23.06.2022;B3;L12;0.45;NA;summer;14:52:00;15:04:00;1;1;1;1;4;none;Monthly;three;GL;;;
166;L1_0.1_July22;July;2022;21.07.2022;B1;L1;0.1;NA;summer;13:35:00;13:50:00;1;1;1;1;4;N;Monthly;blue;NA;;;
167;L1_0.45_July22;July;2022;21.07.2022;B1;L1;0.45;NA;summer;13:35:00;13:50:00;1;1;1;1;4;N;Monthly;blue;NA;;;
168;L2_0.1_July22;July;2022;21.07.2022;B1;L2;0.1;NA;summer;13:35:00;13:50:00;1;1;1;1;4;none;Monthly;four;NA;;;
169;L2_0.45_July22;July;2022;21.07.2022;B1;L2;0.45;NA;summer;13:35:00;13:50:00;1;1;1;1;4;none;Monthly;four;NA;;;
170;L3_0.1_July22;July;2022;21.07.2022;B1;L3;0.1;NA;summer;13:35:00;14:00:00;1;1;1;1;4;NP;Monthly;one;NA;;;
171;L3_0.45_July22;July;2022;21.07.2022;B1;L3;0.45;NA;summer;13:35:00;14:00:00;1;1;1;1;4;NP;Monthly;one;NA;;;
172;L4_0.1_July22;July;2022;21.07.2022;B1;L4;0.1;NA;summer;13:55:00;14:21:00;1;1;1;0,8;3,8;P;Monthly;three;NA;;;
173;L4_0.45_July22;July;2022;21.07.2022;B1;L4;0.45;NA;summer;13:55:00;14:21:00;1;1;1;0,8;3,8;P;Monthly;three;NA;;;
174;L5_0.1_July22;July;2022;21.07.2022;B2;L5;0.1;NA;summer;14:17:00;14:30:00;1;1;1;1;4;P;Monthly;blue;NA;;;
175;L5_0.45_July22;July;2022;21.07.2022;B2;L5;0.45;NA;summer;14:17:00;14:30:00;1;1;1;1;4;P;Monthly;blue;NA;;;
176;L6_0.1_July22;July;2022;21.07.2022;B2;L6;0.1;NA;summer;14:28:00;14:53:00;1;1;1;1;4;NP;Monthly;four;NA;;;
177;L6_0.45_July22;July;2022;21.07.2022;B2;L6;0.45;NA;summer;14:28:00;14:53:00;1;1;1;1;4;NP;Monthly;four;NA;;;
178;L7_0.1_July22;July;2022;21.07.2022;B2;L7;0.1;NA;summer;14:40:00;14:55:00;1;1;1;1;4;none;Monthly;one;NA;;;
179;L7_0.45_July22;July;2022;21.07.2022;B2;L7;0.45;NA;summer;14:40:00;14:55:00;1;1;1;1;4;none;Monthly;one;NA;;;
180;L8_0.1_July22;July;2022;21.07.2022;B2;L8;0.1;NA;summer;14:45:00;15:07:00;1;1;1;1;4;N;Monthly;three;NA;;;
181;L8_0.45_July22;July;2022;21.07.2022;B2;L8;0.45;NA;summer;14:45:00;15:07:00;1;1;1;1;4;N;Monthly;three;NA;;;
182;L9_0.1B_July22;July;2022;21.07.2022;B3;L9;0.1;blue;summer;15:23:00;15:50:00;1;1;1;1;4;NP;Monthly;triple;NA;;;
183;L9_0.45B_July22;July;2022;21.07.2022;B3;L9;0.45;blue;summer;15:23:00;15:50:00;1;1;1;1;4;NP;Monthly;triple;NA;;;
184;L9_0.1O_July22;July;2022;21.07.2022;B3;L9;0.1;orange ;summer;15:23:00;15:50:00;1;1;1;1;4;NP;Monthly;triple;NA;;;
185;L9_0.45O_July22;July;2022;21.07.2022;B3;L9;0.45;orange ;summer;15:23:00;15:50:00;1;1;1;1;4;NP;Monthly;triple;NA;;;
186;L9_0.1R_July22;July;2022;21.07.2022;B3;L9;0.1;red;summer;15:23:00;15:50:00;1;1;1;1;4;NP;Monthly;triple;NA;;;
187;L9_0.45R_July22;July;2022;21.07.2022;B3;L9;0.45;red;summer;15:23:00;15:50:00;1;1;1;1;4;NP;Monthly;triple;NA;;;
188;ctrl_0.1_Monthly_July22;July;2022;21.07.2022;NA;ctrl_field_neg;0.1;NA;summer;15:50:00;15:50:00;NA;NA;NA;NA;NA;ctrl_neg_field;Monthly;NA;JG;;;
189;ctrl_0.45_Monthly_July22;July;2022;21.07.2022;NA;ctrl_field_neg;0.45;NA;summer;15:50:00;15:50:00;NA;NA;NA;NA;NA;ctrl_neg_field;Monthly;NA;JG;;;
190;L10_0.1_July22;July;2022;21.07.2022;B3;L10;0.1;NA;summer;15:20:00;15:33:00;1;1;1;1;4;P;Monthly;four;NA;;;
191;L10_0.45_July22;July;2022;21.07.2022;B3;L10;0.45;NA;summer;15:20:00;15:33:00;1;1;1;1;4;P;Monthly;four;NA;;;
192;L11_0.1_July22;July;2022;21.07.2022;B3;L11;0.1;NA;summer;15:34:00;16:08:00;1;1;0,9;0,68;3,58;N;Monthly;one;NA;;;
193;L11_0.45_July22;July;2022;21.07.2022;B3;L11;0.45;NA;summer;15:34:00;16:08:00;1;1;0,9;0,68;3,58;N;Monthly;one;NA;;;
194;L12_0.1_July22;July;2022;21.07.2022;B3;L12;0.1;NA;summer;15:41:00;16:05:00;1;1;1;1;4;none;Monthly;three;NA;;;
195;L12_0.45_July22;July;2022;21.07.2022;B3;L12;0.45;NA;summer;15:41:00;16:05:00;1;1;1;1;4;none;Monthly;three;NA;;;
196;L1_0.1_Aug22;August;2022;18.08.2022;B1;L1;0.1;NA;summer;13:26:00;13:43:00;1;1;1;1;4;N;Monthly;three;NA;;;
197;L1_0.45_Aug22;August;2022;18.08.2022;B1;L1;0.45;NA;summer;13:26:00;13:43:00;1;1;1;1;4;N;Monthly;three;NA;;;
198;L2_0.1_Aug22;August;2022;18.08.2022;B1;L2;0.1;NA;summer;13:26:00;13:37:00;1;1;1;1;4;none;Monthly;two;NA;;;
199;L2_0.45_Aug22;August;2022;18.08.2022;B1;L2;0.45;NA;summer;13:26:00;13:37:00;1;1;1;1;4;none;Monthly;two;NA;;;
200;L3_0.1_Aug22;August;2022;18.08.2022;B1;L3;0.1;NA;summer;13:26:00;13:53:00;1;1;1;0,6;3,6;NP;Monthly;one;NA;;;
201;L3_0.45_Aug22;August;2022;18.08.2022;B1;L3;0.45;NA;summer;13:26:00;13:53:00;1;1;1;0,6;3,6;NP;Monthly;one;NA;;;
202;L4_0.1_Aug22;August;2022;18.08.2022;B1;L4;0.1;NA;summer;13:40:00;13:52:00;1;1;1;1;4;P;Monthly;four;NA;;;
203;L4_0.45_Aug22;August;2022;18.08.2022;B1;L4;0.45;NA;summer;13:40:00;13:52:00;1;1;1;1;4;P;Monthly;four;NA;;;
204;L5_0.1B_Aug22;August;2022;18.08.2022;B2;L5;0.1;blue;summer;14:12:00;14:45:00;1;1;0,8;0,71;3,51;P;Monthly;triple;NA;;;
205;L5_0.45B_Aug22;August;2022;18.08.2022;B2;L5;0.45;blue;summer;14:12:00;14:45:00;1;1;0,8;0,71;3,51;P;Monthly;triple;NA;;;
206;L5_0.1O_Aug22;August;2022;18.08.2022;B2;L5;0.1;orange ;summer;14:12:00;14:45:00;1;1;1;0,73;3,73;P;Monthly;triple;NA;;;
207;L5_0.45O_Aug22;August;2022;18.08.2022;B2;L5;0.45;orange ;summer;14:12:00;14:45:00;1;1;1;0,73;3,73;P;Monthly;triple;NA;;;
208;L5_0.1R_Aug22;August;2022;18.08.2022;B2;L5;0.1;red;summer;14:12:00;14:45:00;1;1;1;0,95;3,95;P;Monthly;triple;NA;;;
209;L5_0.45R_Aug22;August;2022;18.08.2022;B2;L5;0.45;red;summer;14:12:00;14:45:00;1;1;1;0,95;3,95;P;Monthly;triple;NA;;;
210;ctrl_0.1_Monthly_Aug22;August;2022;18.08.2022;NA;ctrl_field_neg;0.1;NA;summer;14:45:00;14:45:00;NA;NA;NA;NA;NA;ctrl_neg_field;Monthly;NA;JG;;;
211;ctrl_0.45_Monthly_Aug22;August;2022;18.08.2022;NA;ctrl_field_neg;0.45;NA;summer;14:45:00;14:45:00;NA;NA;NA;NA;NA;ctrl_neg_field;Monthly;NA;JG;;;
212;L6_0.1_Aug22;August;2022;18.08.2022;B2;L6;0.1;NA;summer;14:00:00;14:18:00;1;1;1;0,97;3,97;NP;Monthly;two;NA;;;
